Day,Time,Group,Food Name,Amount,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-07-19,8:44 AM,"Staples","Frozen Asparagus","88.20 g",15.88,3.97,83.00,0.06,0.09,0.92,0.14,0.02,0.00,0.00,426.02,0.00,18.43,119.07,545.09,21.17,35.50,21.52,0.00,0.94,70.56,15.88,0.09,0.71,0.49,8.82,0.12,43.22,151.71,3.44,2.65,0.36,1.69,1.41,0.14,0.03,0.04,0.28,0.25,0.37,0.00,0.01,0.16,0.08,0.00,0.01,0.00,0.12,0.12,0.30,0.03,0.43,0.08,0.04,,0.10,0.11,0.12,0.02,0.06,0.14,2.60,0.10,0.07,0.03,0.04,0.10,"Vegetables and Vegetable Products"
2024-07-19,8:44 AM,"Staples","Frozen Cauliflower, Organic","235.55 g",44.76,7.77,221.42,0.09,0.12,0.73,0.23,0.21,0.00,0.00,14.13,0.00,78.91,96.58,56.53,0.00,1.18,73.73,0.00,0.14,28.03,40.04,0.06,1.41,0.97,21.20,0.35,56.53,327.42,1.41,42.40,0.31,8.83,6.36,0.80,0.45,0.09,1.81,2.37,0.52,0.00,0.04,0.25,0.08,0.00,0.19,0.00,0.20,0.18,0.45,0.04,0.51,0.12,0.08,,0.14,0.22,0.20,0.05,0.14,0.16,3.79,0.20,0.14,0.05,0.08,0.19,"Vegetables and Vegetable Products"
2024-07-19,8:44 AM,"Staples","Frozen Carrots","117.78 g",43.58,21.67,106.38,0.04,0.04,0.49,0.20,0.10,0.00,4376.57,9656.49,234.38,10.13,12.96,796.17,0.00,996.83,2.71,0.00,0.95,16.02,41.22,0.10,,0.62,12.96,0.20,36.51,226.13,0.71,69.49,0.41,9.10,3.89,0.33,0.37,4.05,4.81,4.95,0.80,0.00,0.04,0.39,0.14,0.00,0.05,0.00,0.08,0.07,0.14,0.06,0.27,0.03,0.03,,0.06,0.07,0.07,0.02,0.04,0.04,0.68,0.04,0.14,0.01,0.03,0.05,"Vegetables and Vegetable Products"
2024-07-19,8:44 AM,"Staples","Frozen Shiitake Mushrooms","73.42 g",24.96,6.03,65.88,0.01,0.16,2.85,1.10,0.22,0.00,0.00,0.00,0.00,16.74,9.54,0.00,0.00,0.00,0.15,13.21,0.00,0.00,1.47,0.10,,0.30,14.68,0.17,82.23,223.18,4.18,6.61,0.76,4.98,1.84,0.00,1.40,0.00,1.75,3.15,0.36,0.00,0.11,0.06,0.08,0.00,0.01,0.05,0.12,0.11,0.22,0.02,0.50,0.11,0.04,,0.08,0.14,0.10,0.02,0.08,0.07,1.64,0.11,0.10,0.01,0.06,0.11,"Vegetables and Vegetable Products"
2024-07-19,2:37 PM,"Staples","365 Whole Foods Market, Organic Pea Protein Powder, Unflavored","14.00 g",56.00,,,,,,,,,,,,,,,,,,,,,,,,3.64,,,,,,161.00,,0.35,0.35,,,,0.00,0.00,1.05,,,0.70,,,,,,,,,,,,,,,,,,,11.20,,,,,,"Supplements"
2024-07-19,2:46 PM,"Staples","Rao's Marinara Sauce","97.00 g",68.19,14.52,84.37,0.04,0.03,0.55,0.10,0.09,0.00,85.10,381.62,0.23,6.51,15.78,115.95,2154.02,35.36,12.10,0.00,1.33,20.18,27.97,0.07,0.29,0.84,14.65,0.22,25.08,230.06,0.18,319.00,0.21,4.67,1.49,1.23,0.45,0.06,2.46,3.16,5.54,0.00,3.92,0.64,0.78,0.01,0.05,0.53,0.03,0.04,0.14,0.01,0.40,0.03,0.02,,0.03,0.04,0.03,0.01,0.03,0.04,1.01,0.03,0.03,0.01,0.02,0.03,""
2024-07-19,3:29 PM,"Staples","Brazil Nuts, Unsalted","3.57 g",23.54,17.33,0.12,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,1.03,0.79,0.00,0.00,0.00,0.02,0.00,0.20,0.00,5.71,0.06,,0.09,13.43,0.04,25.89,23.54,68.46,0.11,0.15,0.42,0.27,0.00,0.01,0.08,0.08,0.15,2.40,0.00,0.85,0.87,0.58,0.00,0.00,0.85,0.02,0.08,0.05,0.01,0.11,0.03,0.01,,0.02,0.04,0.02,0.04,0.02,0.03,0.51,0.02,0.01,0.00,0.01,0.03,"Nut and Seed Products"
2024-07-19,3:29 PM,"Staples","Walnuts","3.57 g",23.36,2.64,0.15,0.01,0.01,0.04,0.02,0.02,0.00,0.00,0.43,0.00,1.40,3.50,0.32,0.00,0.04,0.05,0.00,0.02,0.10,3.50,0.06,,0.10,5.64,0.12,12.36,15.75,0.18,0.07,0.11,0.49,0.24,0.00,0.00,0.09,0.09,0.24,2.33,0.00,0.32,1.68,0.22,0.00,0.32,1.36,0.02,0.08,0.07,0.01,0.10,0.03,0.01,,0.02,0.04,0.02,0.01,0.03,0.03,0.54,0.03,0.02,0.01,0.01,0.03,"Nut and Seed Products"
2024-07-19,3:29 PM,"Staples","Pecans, Raw","3.57 g",24.68,2.29,0.13,0.02,0.00,0.04,0.03,0.01,0.00,0.00,1.04,0.32,1.45,0.79,0.61,0.00,0.10,0.04,0.00,0.05,0.13,2.50,0.04,,0.09,4.32,0.16,9.89,14.64,0.14,0.00,0.16,0.50,0.34,0.00,0.02,0.14,0.14,0.15,2.57,0.00,1.46,0.77,0.22,0.00,0.04,0.74,0.01,0.04,0.03,0.01,0.07,0.02,0.01,,0.01,0.02,0.01,0.01,0.02,0.01,0.33,0.02,0.01,0.00,0.01,0.01,"Nut and Seed Products"
2024-07-19,3:29 PM,"Staples","Macadamia Nuts, Raw","3.57 g",25.64,1.50,0.05,0.04,0.01,0.09,0.03,0.01,0.00,0.00,0.00,0.00,1.59,0.39,0.00,0.00,0.00,0.04,0.00,0.02,0.00,3.04,0.03,,0.13,4.64,0.15,6.71,13.14,0.13,0.18,0.05,0.49,0.31,0.00,0.04,0.16,0.16,0.19,2.71,0.00,2.10,0.05,0.43,0.00,0.01,0.05,0.01,0.05,0.04,0.00,0.08,0.02,0.01,,0.01,0.02,0.00,0.00,0.02,0.02,0.28,0.01,0.01,0.00,0.02,0.01,"Nut and Seed Products"
2024-07-19,3:29 PM,"Staples","Almonds, Raw","3.57 g",20.68,16.75,0.16,0.01,0.04,0.13,0.02,0.00,0.00,0.00,0.04,0.00,1.86,1.57,0.04,0.00,0.00,0.00,0.00,0.92,0.00,9.61,0.04,,0.13,9.64,0.08,17.18,26.18,0.15,0.04,0.11,0.77,0.45,0.00,0.03,0.14,0.16,0.31,1.78,0.00,1.13,0.44,0.14,0.00,0.00,0.44,0.04,0.09,0.09,0.01,0.22,0.05,0.02,,0.03,0.05,0.02,0.01,0.04,0.03,0.76,0.03,0.02,0.01,0.02,0.03,"Nut and Seed Products"
2024-07-19,3:29 PM,"Staples","Cashews, Raw","3.57 g",19.75,9.36,0.19,0.02,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,2.18,0.89,0.79,0.00,0.00,0.02,0.00,0.03,1.22,1.32,0.08,,0.24,10.43,0.06,21.18,23.57,0.71,0.43,0.21,1.08,0.12,0.00,0.84,0.21,0.21,0.96,1.57,0.00,0.85,0.28,0.28,0.00,0.00,0.28,0.03,0.08,0.06,0.01,0.16,0.03,0.02,,0.03,0.05,0.03,0.01,0.03,0.03,0.65,0.04,0.02,0.01,0.02,0.04,"Nut and Seed Products"
2024-07-19,3:29 PM,"Staples","Filberts, Raw","3.57 g",22.43,7.93,0.19,0.02,0.00,0.06,0.03,0.02,0.00,0.11,0.39,0.00,1.63,4.04,3.29,0.00,0.04,0.23,0.00,0.54,0.51,4.07,0.06,,0.17,5.82,0.22,10.36,24.29,0.09,0.00,0.09,0.60,0.35,0.00,0.02,0.15,0.16,0.25,2.17,0.00,1.63,0.28,0.16,0.00,0.00,0.28,0.03,0.08,0.06,0.01,0.13,0.03,0.02,,0.02,0.04,0.02,0.01,0.02,0.02,0.53,0.03,0.02,0.01,0.01,0.03,"Nut and Seed Products"
2024-07-19,9:45 PM,"Staples","Honey","30.00 g",91.20,0.09,5.13,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.66,0.60,0.00,0.00,0.00,0.15,0.00,0.00,0.00,1.80,0.01,,0.13,0.60,0.02,1.20,15.60,0.24,1.20,0.07,24.72,0.06,12.28,0.00,0.27,24.64,24.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.00,0.00,0.00,0.00,0.00,"Sweets"
2024-07-19,12:00 PM,"Sometimes","Shiloh Farms, Heirloom Multicolor Popcorn, Organic","10.13 g",37.97,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,,0.33,,,,,,0.72,,7.59,1.45,,,,0.00,6.15,0.36,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,1.08,,,,,,"Cereal Grains and Pasta"
2024-07-19,12:00 PM,"Sometimes","Olive Oil","1.75 g",15.47,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.05,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.28,0.18,0.24,0.00,0.01,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-19,12:00 PM,"Sometimes","Diamond Crystal Kosher Salt","0.35 g",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.00,,0.00,,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,""
2024-07-19,12:00 PM,"Sometimes","Nutritional Yeast","1.88 g",7.50,,,0.05,0.75,0.31,0.25,0.06,0.50,,,,,10.37,,,,,,,,1.63,,,0.22,,,,,,1.25,,0.75,0.38,,,,0.25,0.38,0.13,,,,,,,,0.08,0.05,0.10,0.01,0.16,0.05,0.03,,0.05,0.08,0.08,0.01,0.05,0.04,0.88,0.05,0.06,0.01,0.04,0.05,""
2024-07-19,,"Sometimes","Bjorn Qorn","0.00 small bag",0.00,,,,,,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,0.00,,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,""
2024-07-19,,"Sometimes","Rooibos Tea","4.50 cup",0.00,0.00,1075.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.11,,0.00,10.67,0.00,0.00,0.00,0.00,42.66,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-19,,"Sometimes","Castelvetrano Olives","32.00 olive",180.96,57.03,93.95,0.03,0.01,0.30,0.03,0.04,0.00,0.00,288.29,11.23,17.72,3.74,636.48,0.00,24.49,0.00,0.00,4.75,1.75,64.90,0.15,,0.61,13.73,0.02,4.99,52.42,1.12,1941.89,0.05,4.79,4.12,0.02,0.00,0.00,0.04,0.63,19.12,0.00,14.12,1.63,2.53,0.00,0.11,1.52,0.07,0.10,0.14,0.00,0.14,0.07,0.03,,0.05,0.08,0.05,0.02,0.04,0.06,1.29,0.05,0.04,0.00,0.03,0.06,""
2024-07-19,,"Sometimes","Chamomile Tea","0.00 cup",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2024-07-19,,"Supplements","Vitamin D","3.00 x 1000.0 IU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Doctor's Best, Fully Active Folate","0.00 capsule",,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2024-07-19,,"Supplements","Metagenics OmegaGenics EPA-DHA 720","2.00 softgel",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,5.00,,,,,1.60,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","KSM-66 Ashwagandha","0.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,8:00 AM,"Supplements","Ginger root","0.00 nature's way capsule",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-19,9:33 AM,"Supplements","Vitamin K1 (as Phytonadione)","0.00 mg",,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Lutein (from Marigold Flower Extract)","0.00 mg",,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Lycopene","0.00 mg",,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Astaxathin (from Haematococcus pluvialis microalgae)","0.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Vitamin K2 M4 (as menaquinone-4)","0.00 mg",,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Zeaxathin (from Marigold Flower Extract)","0.00 mg",,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Vitamin K2 MK7 (as menaquinone-7)","0.00 mg",,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","CoQ10","0.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,,"Supplements","Zinc","0.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,8:00 AM,"Supplements","Iron (as Heme Iron Polypeptide as Proferrin)","0.00 capsule",,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,8:00 AM,"Supplements","Boron (as boron glycinate)","0.00 mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-19,8:00 AM,"Supplements","Kyolic, Aged Garlic Extract, Formula 100","1.00 Capsules",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2024-07-19,,"Supplements","Vitamin B12","1.00 1000mcg tablet",,,,,,,,,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2024-07-20,10:07 AM,"Staples","Walnuts","0.49 g",3.21,0.36,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.19,0.48,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.48,0.01,,0.01,0.78,0.02,1.70,2.17,0.02,0.01,0.02,0.07,0.03,0.00,0.00,0.01,0.01,0.03,0.32,0.00,0.04,0.23,0.03,0.00,0.04,0.19,0.00,0.01,0.01,0.00,0.01,0.00,0.00,,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,"Nut and Seed Products"
2024-07-20,10:07 AM,"Staples","Macadamia Nuts, Raw","2.06 g",14.81,0.87,0.03,0.02,0.00,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.92,0.23,0.00,0.00,0.00,0.02,0.00,0.01,0.00,1.75,0.02,,0.08,2.68,0.09,3.88,7.59,0.07,0.10,0.03,0.29,0.18,0.00,0.02,0.09,0.09,0.11,1.56,0.00,1.21,0.03,0.25,0.00,0.00,0.03,0.01,0.03,0.02,0.00,0.05,0.01,0.00,,0.01,0.01,0.00,0.00,0.01,0.01,0.16,0.01,0.01,0.00,0.01,0.01,"Nut and Seed Products"
2024-07-20,10:07 AM,"Staples","Chia Seeds","1.96 g",9.55,4.47,0.11,0.00,0.00,0.12,0.01,0.03,0.00,0.00,0.47,0.10,1.29,0.96,23.06,0.00,0.04,0.03,0.00,0.01,0.07,12.39,0.02,,0.32,7.66,0.05,16.89,7.99,1.08,0.31,0.09,0.83,0.68,0.00,0.12,0.01,0.02,0.15,0.60,0.00,0.05,0.46,0.07,0.00,0.35,0.11,0.02,0.04,0.03,0.01,0.07,0.02,0.01,,0.02,0.03,0.02,0.01,0.02,0.02,0.32,0.02,0.01,0.01,0.01,0.02,"Nut and Seed Products"
2024-07-20,10:07 AM,"Staples","Hemp Seeds, Hulled","0.98 g",5.43,0.13,0.05,0.01,0.00,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.79,1.08,8.78,0.00,0.01,0.00,0.00,0.01,0.06,0.69,0.02,,0.08,6.87,0.07,16.21,11.79,0.25,0.05,0.10,0.09,0.04,0.00,0.00,0.01,0.01,0.05,0.48,0.00,0.05,0.37,0.05,0.00,0.09,0.28,0.02,0.04,0.04,0.01,0.06,0.02,0.01,,0.01,0.02,0.01,0.01,0.01,0.02,0.31,0.02,0.01,0.00,0.01,0.02,"Fats and Oils"
2024-07-20,10:07 AM,"Staples","Organic Diced Tomatoes","35.50 g",8.52,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,85.91,,2.84,,1.43,0.28,,,,1.15,1.15,0.00,,,,0.00,0.00,,,,,,,,,,,,,,,,,0.29,,,,,,""
2024-07-20,10:07 AM,"Staples","365, Pea Protein, Unflavored, Organic","36.00 g",126.00,,,,,,,,,,,,,,,,,,,,,18.00,,,7.20,,,342.00,,,432.00,,3.60,,,,,0.00,3.60,,,,1.80,,,,,,,,,,,,,,,,,,,27.00,,,,,,"Supplements"
2024-07-20,10:07 AM,"Staples","Mustard Seed, Ground","0.92 g",4.66,0.26,0.05,0.01,0.00,0.04,0.01,0.00,0.00,0.00,0.16,0.00,1.12,1.48,5.21,0.00,0.01,0.07,0.00,0.05,0.05,2.44,0.01,,0.08,3.39,0.02,7.59,6.76,1.91,0.12,0.06,0.26,0.11,0.00,0.08,0.03,0.06,0.15,0.33,0.00,0.21,0.09,0.02,0.00,0.03,0.05,0.01,0.02,0.02,0.01,0.05,0.01,0.01,,0.01,0.02,0.02,0.00,0.01,0.03,0.24,0.01,0.01,0.00,0.01,0.01,""
2024-07-20,10:07 AM,"Staples","Turmeric, Ground","1.06 g",4.71,30.60,0.19,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.74,0.30,0.00,0.00,0.00,0.01,0.00,0.07,0.20,2.53,0.02,,0.83,3.14,0.30,4.51,31.36,0.09,0.41,0.07,1.01,0.34,0.00,0.62,0.03,0.05,0.67,0.05,0.00,0.00,0.01,0.03,,,0.01,0.00,0.01,0.03,0.00,0.02,0.00,0.00,,0.00,0.01,0.00,0.00,0.01,0.01,0.14,0.00,0.00,0.00,0.00,0.01,""
2024-07-20,10:07 AM,"Staples","Black Pepper, Ground","1.35 g",2.78,6.19,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.28,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,10:07 AM,"Staples","Cumin, Ground","0.64 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,10:07 AM,"Staples","Cayenne, Ground","1.73 g",5.51,4.86,0.14,0.01,0.02,0.15,0.01,0.04,0.00,0.00,378.30,108.29,0.89,1.84,227.90,0.00,36.04,1.32,0.00,0.52,1.39,2.56,0.01,,0.14,2.63,0.03,5.08,34.89,0.15,0.52,0.04,0.98,0.47,0.10,0.00,0.00,0.18,0.51,0.30,0.00,0.05,0.14,0.06,0.00,0.01,0.13,0.01,0.00,0.01,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.01,0.21,0.00,0.00,0.00,0.00,0.00,""
2024-07-20,10:07 AM,"Staples","Whole Body Collagens by Design By Health","12.32 g",42.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42,,,,,,""
2024-07-20,10:07 AM,"Staples","Sunflower Lecithin","1.20 g",6.01,,,,,,,,,,,,39.85,,,,,,,,,3.01,,,0.04,,,32.48,9.62,,0.00,,0.06,,,,,,0.06,0.60,,0.18,0.30,0.12,,,,,,,,,,,,,,,,,,0.00,,,,,,""
2024-07-20,10:07 AM,"Staples","Inulin","1.35 g",2.02,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,1.21,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,""
2024-07-20,10:07 AM,"Staples","Creatine Monohydrate","1.20 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,10:07 AM,"Staples","Dulse Flakes","0.67 g",1.60,,,,0.01,,,0.05,0.04,,,,,,,,,,,,,,,79.39,0.17,1.28,,,38.49,,8.02,,0.16,0.16,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,""
2024-07-20,10:07 AM,"Staples","Kuli Kuli Moringa Powder","0.17 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,10:07 AM,"Staples","Onion Powder, Simply Organic","0.28 g",0.94,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.18,0.00,0.00,0.00,0.06,0.00,0.00,0.01,1.06,0.00,,0.01,0.31,0.00,0.89,2.73,0.04,0.20,0.01,0.22,0.04,0.00,0.02,0.01,0.02,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,"Spices and Herbs"
2024-07-20,10:07 AM,"Staples","Garlic Powder, Simply Organic","2.00 g",6.63,0.34,0.13,0.01,0.00,0.02,0.01,0.03,0.00,0.00,0.00,0.00,1.35,0.94,0.00,0.00,0.00,0.02,0.00,0.01,0.01,1.58,0.01,,0.11,1.54,0.02,8.29,23.88,0.48,1.20,0.06,1.46,0.18,0.01,1.04,0.04,0.05,1.28,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.04,0.01,0.07,0.01,0.01,,0.01,0.01,0.02,0.00,0.01,0.03,0.33,0.01,0.01,0.00,0.01,0.01,"Spices and Herbs"
2024-07-20,10:07 AM,"Staples","Black Cumin (Nigella Sativa)","0.49 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2024-07-20,10:07 AM,"Staples","365, Hemp Protein, Unflavored","12.00 g",48.00,,,,,0.24,,,,,,,,14.00,,,,,,,,20.00,0.30,,2.80,98.00,1.69,212.00,168.00,,,1.48,2.80,2.40,,,,0.40,0.40,1.20,,,0.80,,,,,0.21,0.68,0.62,0.14,0.97,0.23,0.10,,0.23,0.41,0.23,0.15,0.29,0.30,6.00,0.30,0.24,0.06,0.13,0.29,"Supplements"
2024-07-20,10:07 AM,"Staples","Frozen Broccoli Florets, Organic","147.22 g",41.22,6.48,133.56,0.08,0.12,0.67,0.40,0.19,0.00,27.97,878.91,1.47,23.85,82.44,1612.07,0.00,74.47,59.04,0.00,1.66,129.70,48.58,0.05,0.74,0.90,19.14,0.33,72.14,209.05,1.03,16.19,0.41,7.88,4.42,0.74,1.00,0.74,2.16,3.46,0.18,0.00,0.01,0.08,0.03,0.00,0.06,0.00,0.19,0.24,0.35,0.03,0.61,0.15,0.08,,0.18,0.21,0.23,0.05,0.14,0.19,4.56,0.16,0.15,0.05,0.10,0.21,"Vegetables and Vegetable Products"
2024-07-20,10:07 AM,"Staples","Frozen Brussel Sprouts","49.07 g",20.61,2.99,42.57,0.05,0.06,0.26,0.17,0.14,0.00,0.00,272.36,0.00,8.88,49.56,756.22,0.00,22.70,22.43,0.00,0.25,94.96,12.76,0.02,0.25,0.24,8.83,0.10,27.48,142.31,0.29,7.36,0.12,4.08,2.01,0.38,0.30,0.20,1.02,2.03,0.19,0.00,0.01,0.10,0.04,0.00,0.06,0.00,0.06,0.11,0.17,0.01,0.41,0.04,0.04,,0.07,0.08,0.08,0.02,0.05,0.07,1.79,0.07,0.06,0.02,0.03,0.08,"Vegetables and Vegetable Products"
