Date,Energy (kcal),Oxalate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Alpha-carotene (µg),Beta-carotene (µg),Beta-cryptoxanthin (µg),Choline (mg),Folate (µg),Lutein+Zeaxanthin (µg),Lycopene (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Fructose (g),Starch (g),Sucrose (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Alanine (g),Arginine (g),Aspartic acid (g),Cystine (g),Glutamic acid (g),Glycine (g),Histidine (g),Hydroxyproline (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Proline (g),Protein (g),Serine (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2024-04-06,1459.50,294.82,952.44,1.11,1.54,19.78,4.18,1.84,1007.24,3007.91,12101.68,423.65,435.00,1303.13,14707.47,480.92,1208.12,367.31,786.43,13.46,1070.83,1240.05,2.07,167.48,25.20,437.94,6.05,1570.44,3248.48,112.50,1993.00,23.22,142.52,52.14,10.27,11.91,12.78,48.27,88.28,71.90,117.05,18.91,19.68,10.16,0.11,9.54,10.29,4.22,5.27,8.91,0.78,12.25,4.21,2.05,0.25,3.17,5.23,5.18,1.49,3.26,3.79,89.84,3.64,3.32,0.85,2.36,3.72,false
2024-04-07,1532.68,277.19,947.46,1.31,1.61,21.30,4.52,1.95,1006.86,3007.91,12043.98,419.76,442.41,1334.68,14595.64,480.92,1214.14,367.46,711.67,12.12,1070.57,1269.45,2.04,168.00,21.72,432.61,6.34,1597.67,3360.78,119.95,2199.14,24.07,142.58,51.63,10.76,19.62,13.51,51.86,88.85,77.66,143.60,19.93,20.52,14.35,0.31,9.33,11.17,4.45,5.52,9.18,0.87,13.53,4.34,2.31,0.25,3.44,5.75,5.64,1.63,3.54,4.29,91.85,3.91,3.51,0.93,2.63,4.03,false
2024-04-08,2129.27,340.51,1921.19,1.31,1.81,23.20,4.87,1.99,1008.99,3002.93,12683.97,426.28,478.35,1353.54,15074.32,357.07,1355.32,446.69,940.31,13.21,1060.51,1622.17,2.62,167.57,19.78,510.89,7.33,1947.75,4001.75,129.06,1988.28,25.79,229.76,56.75,20.90,13.10,61.94,129.88,168.99,102.06,178.50,20.48,24.06,24.06,0.71,9.80,13.61,5.11,6.27,11.00,0.96,15.67,4.88,2.68,0.25,4.14,7.03,6.84,1.98,4.27,5.56,106.03,4.66,4.15,1.10,3.31,5.01,false
2024-04-09,1486.49,259.27,2343.69,1.11,1.32,22.65,3.76,1.68,1010.00,1567.06,7152.20,247.96,423.57,950.30,8166.38,1791.32,811.08,285.71,1101.23,11.07,548.21,1477.22,2.06,166.62,15.96,453.33,5.88,1791.52,3022.00,146.65,1915.41,24.03,112.73,42.48,17.24,10.79,14.91,49.78,67.60,82.95,202.84,24.16,23.57,16.01,0.39,12.19,11.37,4.87,5.95,10.10,0.88,14.62,4.77,2.46,0.26,3.91,6.66,6.51,2.05,3.96,5.12,91.64,4.23,3.92,1.03,3.15,4.73,false
2024-04-10,1610.57,341.05,1013.27,1.51,1.69,20.54,4.35,1.95,1006.91,2990.76,12488.52,365.59,449.00,1333.79,15499.93,247.69,1279.09,335.22,705.23,12.36,1027.93,1369.18,2.53,167.32,19.23,532.90,7.30,1844.24,3509.32,140.34,1748.47,25.64,134.11,56.14,12.64,16.01,19.22,47.71,75.69,89.93,137.66,23.64,24.03,16.96,0.30,11.70,12.39,4.53,6.05,9.61,0.91,14.75,4.44,2.41,0.26,3.62,6.16,5.95,1.72,3.84,4.80,93.07,4.21,3.65,0.99,2.83,4.36,false
2024-04-11,3023.12,497.06,995.72,1.78,1.88,19.87,4.70,2.57,1004.48,3004.12,12579.09,454.70,518.58,1417.71,15472.24,402.84,1367.76,386.24,361.48,14.98,1088.72,1839.30,2.83,349.00,43.39,657.00,9.90,2270.48,4483.86,165.36,2415.79,27.97,314.65,92.29,14.44,50.33,36.79,131.24,220.10,162.58,113.39,30.60,33.85,42.45,0.52,15.17,18.10,4.16,6.12,8.95,1.09,16.77,3.96,2.52,0.16,3.62,6.33,5.63,1.70,4.08,5.83,113.29,4.41,3.41,1.10,2.91,4.45,false
2024-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-16,1167.48,400.12,795.91,1.53,1.53,16.94,4.08,2.36,1002.66,3357.92,13658.98,390.37,522.52,1593.58,18753.82,276.44,1304.42,278.98,293.85,10.28,1154.88,1077.80,2.39,332.34,25.16,597.20,7.82,1709.59,3443.92,93.32,491.34,24.99,116.16,61.62,4.04,18.97,12.15,23.45,53.13,53.82,46.50,12.55,26.50,6.65,0.10,15.41,10.65,3.60,5.43,7.98,0.90,12.35,3.27,1.99,0.00,2.84,4.91,4.57,1.27,3.24,3.59,77.85,3.64,2.88,0.91,2.14,3.33,false
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-04-25,1372.13,273.84,940.49,1.12,1.46,27.57,4.19,1.78,1012.47,1687.82,7658.12,268.71,498.91,1096.03,9555.44,141.25,769.70,294.08,1451.93,11.67,604.43,1254.78,2.20,166.53,16.90,462.61,6.65,1870.21,3314.46,170.47,1108.71,23.64,119.34,42.08,18.59,11.62,16.12,54.70,73.68,65.33,212.50,20.25,26.64,8.38,0.11,11.90,14.86,5.48,6.79,11.98,0.93,14.94,5.19,2.54,0.00,4.10,6.92,6.98,2.20,4.09,4.33,98.84,4.48,4.40,1.09,3.15,4.79,false
2024-04-26,1377.19,229.75,1010.30,1.02,1.61,28.07,4.61,2.01,12.47,2635.13,10814.24,398.46,515.72,837.52,12813.16,421.89,1077.58,334.22,1453.00,14.64,956.56,1334.47,2.06,167.36,16.64,455.71,6.02,1898.09,3459.91,129.76,1130.01,8.59,102.98,43.53,13.05,9.16,12.14,39.18,57.34,72.62,207.50,23.77,31.56,9.51,0.14,12.22,17.78,5.61,6.74,11.83,0.97,15.10,5.27,2.65,0.01,4.27,7.03,7.19,2.20,4.17,4.46,101.40,4.63,4.56,1.12,3.20,4.97,false
2024-04-29,1951.47,769.19,1557.42,1.66,1.62,15.00,5.95,2.26,0.90,64.64,3440.39,60.69,419.53,1407.48,7157.07,90.00,355.37,383.87,52.33,22.23,504.94,978.08,2.49,2.74,24.83,651.61,8.11,1567.80,5312.53,74.95,1913.11,10.72,197.29,61.26,20.26,8.87,38.23,84.71,134.62,100.71,0.00,58.38,21.78,13.86,0.10,6.60,13.65,4.56,6.73,9.15,1.15,15.34,5.22,1.65,1.49,3.27,5.79,5.00,1.35,3.03,5.02,99.37,3.79,2.65,1.00,2.10,4.00,false
2024-05-01,680.33,145.69,918.59,0.70,1.44,22.06,3.81,1.42,10.00,3363.77,12530.69,433.52,421.55,702.46,13921.76,539.89,1242.44,277.83,1163.85,9.99,1096.33,1028.18,1.12,167.21,10.50,264.99,3.44,1343.33,2769.64,96.49,957.25,5.56,61.91,28.24,4.66,6.62,5.83,16.83,32.51,20.47,166.00,4.36,7.37,3.26,0.06,3.67,2.10,4.27,4.58,8.76,0.69,11.12,3.92,2.06,,3.29,5.25,5.61,1.61,3.10,3.33,77.31,3.38,3.54,0.80,2.43,3.82,false
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-05-07,982.76,213.18,958.21,0.97,1.73,28.09,4.73,1.94,1012.48,3380.52,13177.65,440.69,532.08,1371.47,16211.49,539.89,1307.35,357.42,1453.85,12.19,1192.56,1371.67,1.63,167.65,16.15,423.24,4.94,1876.16,3448.54,129.07,1165.04,23.21,80.48,41.89,5.17,9.47,7.16,19.76,37.34,35.80,212.50,6.49,15.14,4.99,0.11,10.36,4.67,5.65,6.40,11.70,0.97,15.26,5.23,2.71,0.00,4.31,7.06,7.45,2.18,4.21,4.56,102.96,4.67,4.61,1.13,3.25,5.00,false
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-05-09,1485.18,366.49,1132.52,1.54,1.87,27.90,5.41,2.24,1010.00,3397.30,14066.85,469.27,552.89,1576.51,17535.20,540.96,1373.34,381.33,1163.85,15.71,1161.88,1320.40,2.65,167.55,22.68,562.69,7.52,2064.66,4118.08,192.29,1036.23,25.87,140.13,58.38,12.07,26.33,14.78,41.07,79.41,67.47,171.00,25.95,21.39,9.42,0.12,10.50,10.76,5.69,7.17,12.21,1.07,16.41,5.22,2.82,0.00,4.40,7.31,7.36,2.08,4.51,4.74,108.09,4.90,4.60,1.16,3.26,5.15,false
2024-05-10,191.08,124.49,2.23,0.07,0.05,1.43,0.18,0.46,1000.08,0.00,114.34,32.26,102.46,415.93,311.37,0.00,10.87,41.03,0.00,0.51,1.70,148.26,0.26,165.00,6.05,98.11,1.26,281.30,314.90,16.08,28.09,16.30,16.91,9.25,0.06,4.39,0.37,0.58,7.66,11.36,5.00,1.29,5.62,1.13,0.03,5.24,1.34,0.26,0.61,0.51,0.11,0.97,0.25,0.14,0.00,0.21,0.37,0.27,0.14,0.26,0.28,7.06,0.25,0.18,0.11,0.15,0.26,false
2024-05-11,996.08,140.88,1500.50,1.29,2.27,29.05,6.03,2.05,10.93,5606.28,20894.86,679.25,516.21,1498.92,24860.31,899.82,2047.14,468.59,1282.42,15.27,1854.94,1425.58,2.03,3.69,14.51,442.42,5.64,1813.50,4330.21,108.53,1128.74,9.05,98.87,48.85,7.81,7.39,10.57,29.79,47.95,29.64,182.60,5.92,11.48,4.49,0.08,5.00,5.07,5.86,6.50,12.51,1.03,16.61,5.30,2.98,,4.51,7.42,7.80,2.06,4.53,5.00,109.55,5.15,4.84,1.16,3.40,5.20,false
2024-05-12,1927.66,315.87,2729.50,2.81,3.83,40.13,10.20,3.59,1009.96,9371.25,37354.46,1055.32,821.24,3142.49,46506.37,1279.63,3587.39,864.65,1170.71,28.63,3269.22,2023.63,3.97,7.63,27.70,808.37,11.16,2723.99,7300.61,199.15,1422.91,20.26,199.50,96.40,13.27,20.95,26.38,59.05,99.52,76.04,171.00,27.52,23.47,10.44,0.11,8.56,14.25,8.12,9.91,17.74,1.57,25.13,7.16,4.32,,6.40,10.51,10.61,2.64,6.64,7.41,162.03,7.59,6.70,1.68,4.68,7.41,false
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-05-21,1969.85,226.11,1837.51,2.10,2.57,33.65,6.57,1.77,1012.27,3012.53,11472.13,388.88,623.69,1500.08,12997.14,481.31,1349.36,427.88,1232.33,16.87,1026.09,1821.08,2.04,41.97,18.76,419.94,6.61,1996.19,3504.56,258.59,2242.76,14.58,207.87,43.44,25.73,79.49,10.91,64.90,162.26,82.80,466.42,30.15,19.36,18.31,0.14,6.89,13.06,5.75,6.43,11.32,1.32,18.90,5.17,2.76,,4.60,7.61,6.90,2.32,4.69,5.72,118.61,5.24,4.68,1.18,3.46,5.35,false
2024-05-22,1113.56,160.87,1397.12,0.89,1.50,22.52,4.01,1.37,1009.92,3363.94,12424.18,402.77,350.08,1115.48,13853.24,539.89,1232.29,317.75,1163.85,16.02,1113.53,1068.19,1.68,2.29,9.39,335.90,4.06,1399.74,2762.17,203.21,953.13,10.61,60.37,29.18,4.63,4.95,7.14,18.03,30.00,70.09,171.00,35.11,16.13,9.57,0.10,5.98,10.76,4.49,5.19,9.23,0.74,12.25,4.18,2.18,,3.46,5.59,5.72,1.71,3.34,3.47,79.33,3.64,3.70,0.85,2.55,4.03,false
2024-05-23,1113.56,160.87,1397.12,0.89,1.50,22.52,4.01,1.37,1009.92,3363.94,12424.18,402.77,350.08,1115.48,13853.24,539.89,1232.29,317.75,1163.85,16.02,1113.53,1068.19,1.68,2.29,9.39,335.90,4.06,1399.74,2762.17,203.21,953.13,10.61,60.37,29.18,4.63,4.95,7.14,18.03,30.00,70.09,171.00,35.11,16.13,9.57,0.10,5.98,10.76,4.49,5.19,9.23,0.74,12.25,4.18,2.18,,3.46,5.59,5.72,1.71,3.34,3.47,79.33,3.64,3.70,0.85,2.55,4.03,false
2024-05-24,1651.55,206.32,1749.75,1.10,1.84,28.93,5.08,1.73,1012.54,3787.80,14309.73,470.15,434.93,1249.37,15623.16,1378.04,1420.46,407.72,1470.76,19.30,1260.04,1326.15,2.05,2.81,18.28,416.86,5.57,1719.64,3598.74,227.48,1464.37,12.09,146.01,42.80,30.57,6.18,11.99,73.92,100.93,86.50,214.86,37.59,18.51,11.15,0.12,7.43,11.49,5.60,6.24,11.47,0.89,14.86,5.13,2.63,,4.22,6.80,7.03,2.12,4.04,4.28,100.25,4.44,4.53,1.04,3.12,4.91,false
2024-05-25,1729.81,208.54,1726.93,1.08,1.68,24.75,4.93,1.73,1009.92,3573.17,13510.12,448.07,423.37,1267.41,14824.31,571.30,1333.40,388.76,1164.07,18.16,1197.49,1197.98,2.32,2.58,13.26,422.35,6.63,1614.90,3539.13,209.67,1125.61,12.23,142.68,47.14,13.52,22.81,17.18,61.18,93.35,97.68,171.00,36.43,18.58,24.02,0.10,6.75,12.16,5.15,6.33,10.83,0.91,14.47,4.71,2.52,,3.98,6.45,6.50,1.88,3.97,4.04,96.56,4.30,4.18,0.98,2.87,4.59,false
2024-05-26,2173.05,343.54,1520.76,1.04,1.81,22.51,4.66,1.82,1008.77,3550.81,13275.96,456.90,483.29,1230.37,14734.31,569.89,1308.22,334.04,1019.07,21.78,1180.23,1222.13,2.38,167.41,16.80,453.79,6.43,1650.66,4029.35,204.56,1084.08,12.42,183.92,63.54,17.06,27.06,18.56,79.92,118.90,123.46,150.25,42.81,20.38,35.19,0.10,5.86,14.27,4.84,6.41,10.45,0.93,14.73,4.60,2.46,,3.85,6.28,6.11,1.75,3.94,4.01,101.39,4.15,3.96,0.95,2.74,4.43,false
2024-05-27,2054.87,257.16,1822.18,2.66,3.65,35.11,9.48,2.43,1011.35,3475.62,13104.25,487.40,1116.47,1525.54,15457.66,2760.53,1624.01,340.36,1337.15,17.62,1140.99,1368.90,1.92,275.75,24.91,451.19,7.26,2095.23,4364.18,230.11,3768.04,15.71,207.73,48.17,6.09,100.85,27.74,44.60,158.34,83.43,1020.69,34.56,15.52,17.10,0.09,5.40,9.90,6.64,7.28,12.68,1.83,22.48,5.81,3.30,,5.58,9.19,8.14,2.84,5.74,7.51,140.01,6.59,5.44,1.43,4.11,6.47,false
2024-05-28,2415.28,423.63,1412.95,1.44,1.90,25.58,5.31,1.96,1010.00,3349.61,12831.50,347.02,495.02,1208.28,14873.69,276.44,1263.02,267.89,1163.85,21.89,1134.99,1231.22,3.51,167.33,15.70,583.60,7.05,1927.74,3896.39,421.18,1013.26,16.98,143.01,43.00,26.96,13.08,12.74,70.23,98.67,121.42,166.00,55.67,39.28,16.68,0.10,7.75,29.84,5.29,7.38,11.14,1.04,15.89,5.08,2.62,,4.19,6.91,6.44,2.04,4.16,4.38,98.62,4.92,4.33,1.07,3.04,4.98,false
2024-05-29,2041.25,380.30,2086.75,1.69,2.15,33.45,6.00,2.44,1010.89,3417.60,13990.09,420.38,568.75,1384.35,15571.23,1444.44,1371.59,440.08,1165.87,22.07,1219.60,1353.74,2.65,167.85,20.69,518.45,9.32,1922.23,4383.48,239.85,1711.21,17.40,206.19,59.79,31.63,41.30,22.46,85.87,142.73,100.45,208.44,43.98,31.64,14.81,0.25,7.83,21.96,6.31,7.23,12.46,1.10,17.64,5.49,3.04,,4.67,7.76,7.75,2.32,4.56,5.15,111.47,5.00,4.89,1.18,3.47,5.44,false
2024-05-30,1763.02,382.10,1967.43,1.62,2.04,29.72,6.04,2.18,1010.99,3766.56,14983.36,430.64,564.42,1502.07,17009.78,310.08,1467.50,403.76,1280.28,21.91,1286.20,1357.18,2.85,167.93,20.61,544.09,8.69,2033.12,4427.93,266.85,1480.71,16.62,164.78,59.08,21.51,26.42,18.67,62.28,102.74,89.59,182.60,44.76,22.80,12.53,0.11,6.43,14.58,5.94,7.24,12.40,1.04,16.44,5.37,2.87,,4.53,7.38,7.37,2.11,4.48,4.71,108.21,4.86,4.73,1.11,3.29,5.33,false
2024-05-31,2734.65,518.69,1985.18,1.65,2.32,30.35,6.74,2.60,1010.01,3782.48,14724.56,527.53,564.77,1509.56,15987.50,602.81,1446.63,469.81,1164.28,30.42,1282.67,1370.31,3.32,168.04,22.28,623.28,9.38,2100.34,5298.58,264.90,2214.17,17.55,324.69,67.61,77.21,45.56,28.83,192.74,253.57,131.65,166.00,55.58,31.52,18.20,0.16,6.65,23.07,5.89,7.47,12.85,1.09,17.31,5.42,2.89,,4.54,7.42,7.16,2.04,4.62,4.90,109.30,4.94,4.65,1.15,3.29,5.36,false
2024-06-01,2059.99,375.01,1651.34,1.45,1.73,22.42,5.57,2.22,1006.04,3744.20,14664.45,407.21,447.92,1288.96,16834.28,308.62,1418.71,359.77,700.28,22.39,1273.67,1060.96,2.82,167.75,21.90,506.06,7.35,1517.28,5112.78,225.64,1220.39,14.66,236.83,74.51,36.22,31.28,15.01,90.41,160.15,98.17,104.60,48.01,26.64,12.85,0.13,6.57,20.01,4.03,5.14,8.82,0.79,12.07,3.64,2.03,,3.13,5.07,4.85,1.41,3.16,3.41,94.84,3.46,3.25,0.80,2.26,3.73,false
2024-06-02,2158.69,472.32,1868.36,1.47,2.04,28.96,5.51,2.01,1010.00,3282.79,13410.82,388.18,513.60,1259.10,14903.26,14165.15,1310.53,400.06,1163.85,26.74,1129.08,1283.97,2.92,168.90,24.48,556.97,8.53,1856.76,4238.45,258.15,2173.66,15.89,217.41,61.46,24.02,15.51,19.69,103.76,153.08,115.43,171.04,51.65,25.35,17.71,0.11,7.60,17.57,5.38,6.74,11.35,0.93,15.89,4.98,2.54,,4.01,6.57,6.34,1.93,4.04,4.25,100.77,4.36,4.23,1.01,2.98,4.73,false
2024-06-03,1659.27,406.38,2062.50,1.64,2.07,25.72,5.79,2.21,1007.53,3792.26,15791.85,539.58,540.55,1679.94,18981.85,14497.81,1526.48,477.67,874.28,22.76,1318.09,1217.76,2.97,169.28,20.24,562.50,9.19,1781.80,4665.35,210.22,1694.06,16.25,161.69,60.98,24.35,14.68,19.22,69.36,97.57,85.84,124.50,42.04,22.36,11.91,0.10,5.81,14.75,5.03,6.19,11.03,0.94,15.41,4.47,2.47,,3.71,6.28,6.20,1.72,3.92,4.39,96.68,4.46,3.95,1.00,2.83,4.36,false
2024-06-04,2066.94,371.15,1743.04,1.52,1.96,24.23,5.37,2.06,1007.53,3769.89,15412.75,516.15,522.44,1630.46,18779.14,14496.35,1492.98,422.80,874.28,21.68,1300.72,1166.32,2.77,169.11,18.83,523.65,7.95,1724.51,4309.67,208.34,1689.56,15.79,183.11,57.59,15.73,13.76,15.36,85.00,123.18,121.88,124.50,43.17,21.60,19.98,0.10,5.16,14.64,4.84,6.09,10.69,0.92,15.14,4.39,2.44,,3.66,6.19,6.12,1.70,3.86,4.28,102.43,4.35,3.88,0.98,2.79,4.28,false
2024-06-05,2201.09,410.23,1901.42,2.14,2.11,26.95,6.38,2.43,1007.53,3792.26,15723.05,541.49,564.16,1690.38,19283.35,602.81,1520.53,471.11,874.28,23.60,1318.14,1315.68,3.38,167.98,24.54,640.66,10.71,1874.70,5253.29,212.14,2080.88,16.82,220.85,70.04,45.69,15.91,21.07,118.48,147.66,121.41,124.50,68.42,24.85,17.02,0.10,7.03,16.13,5.22,6.79,11.46,0.97,15.89,4.72,2.57,,3.87,6.56,6.24,1.75,4.18,4.65,101.15,4.65,4.10,1.02,3.01,4.55,false
2024-06-07,1950.84,370.92,1734.29,1.85,1.97,24.34,5.39,2.09,1007.53,3776.60,15339.55,522.98,534.66,1641.57,18994.48,601.79,1487.45,432.60,874.28,21.97,1303.99,1207.07,2.85,167.86,28.75,550.22,9.09,1755.93,4476.26,209.76,1883.16,15.94,158.22,60.92,16.64,13.90,17.44,56.29,94.72,117.54,124.50,59.81,23.40,15.66,0.10,6.15,15.57,4.96,6.45,10.88,0.92,15.15,4.52,2.48,,3.73,6.33,6.12,1.71,3.99,4.41,99.91,4.46,3.95,0.99,2.89,4.37,false
2024-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-06-09,2249.12,306.49,1977.51,1.58,2.08,23.34,5.84,2.02,1034.58,3704.54,14598.04,467.43,595.92,1363.38,16578.61,10146.45,1587.29,336.16,595.62,22.06,1344.85,1008.26,4.96,168.31,28.06,474.08,7.46,1738.18,3948.30,352.99,2113.64,44.38,192.15,49.43,11.69,41.51,12.03,73.46,141.77,134.55,245.58,51.99,23.53,22.34,0.12,5.64,16.27,5.08,6.83,10.02,1.05,15.60,4.83,2.39,,4.03,6.55,6.41,1.86,3.92,4.49,105.06,4.34,4.04,1.02,2.97,4.48,false
2024-06-10,1657.63,286.85,1629.93,1.38,1.70,23.96,5.18,2.03,1008.74,3707.18,14140.52,312.40,510.78,1297.25,16419.21,18.63,1380.66,335.25,1026.01,19.58,1340.73,1198.96,2.27,168.44,18.68,471.85,7.07,1653.76,4082.52,214.80,1303.61,14.55,141.58,49.87,23.67,11.86,12.79,66.64,90.34,96.66,145.25,54.82,19.41,13.82,0.10,4.98,12.79,4.70,5.94,9.94,0.84,13.83,4.40,2.33,0.00,3.70,5.96,5.80,1.71,3.66,3.92,88.25,3.96,3.87,0.90,2.74,4.27,false
2024-06-11,1242.40,271.15,1489.72,1.02,1.54,20.08,4.28,1.74,1007.50,3704.26,13829.83,288.14,465.23,1263.47,34344.06,15017.64,1348.84,291.62,881.01,18.23,8430.34,1055.41,1.80,168.31,16.56,390.72,5.59,1458.71,3391.02,203.01,1204.31,13.60,86.25,41.39,3.82,10.36,8.69,22.28,44.02,75.54,124.50,39.89,17.86,10.54,0.09,4.17,12.10,4.15,5.18,8.64,0.76,12.22,3.85,2.10,,3.30,5.29,5.22,1.52,3.21,3.47,78.71,3.54,3.43,0.81,2.39,3.80,false
2024-06-12,1262.22,261.09,1472.54,1.02,1.53,20.02,4.28,1.73,1007.50,3704.26,13775.77,286.03,462.06,1262.83,34224.72,15017.64,1344.24,292.54,881.01,17.34,8430.02,1043.33,1.77,168.31,17.67,388.38,5.58,1457.96,3535.79,202.80,840.28,13.59,95.34,45.20,3.83,10.42,8.69,22.28,49.32,71.95,124.50,37.24,17.56,10.07,0.09,4.14,11.82,4.13,5.16,8.62,0.76,12.20,3.83,2.09,,3.30,5.27,5.21,1.51,3.20,3.46,82.29,3.53,3.42,0.81,2.38,3.79,false
2024-06-13,1174.41,261.09,1454.86,1.01,1.48,18.17,4.14,1.70,1006.27,3704.26,13775.77,286.03,440.11,1261.83,34224.72,15017.64,1339.24,291.64,736.01,17.02,8429.99,972.58,1.75,168.31,16.26,380.38,5.58,1363.21,3300.23,192.93,745.03,13.35,85.44,40.63,3.83,10.42,8.69,22.28,43.99,70.70,103.75,36.94,17.18,9.84,0.08,3.84,11.79,3.77,4.80,7.89,0.72,11.38,3.48,1.94,,3.03,4.83,4.72,1.35,2.96,3.22,72.71,3.28,3.12,0.74,2.17,3.48,false
2024-06-14,2095.20,406.25,2614.72,2.32,2.52,29.50,7.27,2.60,1008.48,3856.67,15645.30,409.90,815.68,1557.35,35576.64,31444.43,1641.79,485.96,957.57,24.96,8496.86,1400.24,2.67,211.94,25.97,558.94,9.62,1891.56,5256.44,201.57,2921.55,16.51,223.29,67.19,31.38,37.60,27.65,96.12,153.42,103.48,452.74,52.79,23.52,16.39,0.12,7.16,14.54,5.54,6.58,11.43,1.21,17.72,4.77,2.65,,4.38,7.01,6.51,2.03,4.42,4.92,104.93,5.05,4.47,1.10,3.26,5.04,false
2024-06-15,1708.25,253.35,1686.56,1.35,1.68,25.43,5.04,2.21,1008.79,3726.43,14158.05,310.32,529.41,1323.83,34774.36,15019.10,1389.55,347.85,1029.84,18.93,8458.14,1276.52,1.95,170.71,33.97,531.32,7.74,1840.51,4123.87,105.42,950.00,24.21,139.74,61.26,12.47,11.14,12.11,44.35,76.89,97.92,161.66,50.90,24.99,13.78,0.15,10.14,13.23,4.92,6.11,10.09,0.90,13.81,4.45,2.39,,3.81,6.07,5.99,1.81,3.74,4.01,95.64,4.14,3.99,0.98,2.85,4.40,false
2024-06-16,2334.50,253.80,1357.32,2.45,2.37,27.99,5.61,2.50,1007.22,3704.07,13802.69,286.45,521.16,1818.47,34575.05,15017.64,1498.98,299.05,768.72,15.66,8433.70,1371.74,2.16,214.66,34.18,568.81,8.34,2045.40,3850.81,200.90,887.94,27.01,275.61,59.22,5.79,124.26,28.80,59.98,215.57,98.11,159.34,44.12,23.16,21.25,0.61,8.57,12.84,5.03,6.43,9.92,1.30,21.64,4.68,2.75,,4.46,7.42,5.89,1.85,4.68,6.83,111.24,4.93,4.42,1.25,3.07,5.13,false
2024-06-17,1774.80,231.31,1596.18,1.19,1.65,26.82,4.73,2.00,1011.48,3244.91,12380.20,276.64,516.54,1210.21,32596.98,15016.81,1269.96,315.19,1256.58,16.97,8282.11,1498.16,1.76,168.09,38.25,479.60,6.92,1952.47,3916.72,115.35,1352.94,24.36,143.42,58.03,11.98,10.14,12.39,42.44,83.90,97.50,178.45,41.75,21.88,15.65,0.14,9.40,10.87,5.18,6.15,10.55,0.88,13.96,4.73,2.45,,3.95,6.33,6.42,1.96,3.81,4.08,107.16,4.19,4.19,1.00,2.97,4.57,false
